user_id,course_id,rating
17,DES201,4.5
17,MTH203B,6.5
17,CSE222A,10.0
17,DES206,6.5
17,DES205,6.5
17,CSE202A,9.0
17,ECO324,6.5
17,CSE232,10.0
17,CSE521,9.0
17,CSE502,9.0
17,CSE502A,5.0
17,COM301A,7.0
17,ESC205,3.0
17,SSH325,6.5
17,SSH335,8.5
17,CSE556,5.0
17,CSE322,5.0
17,CSE465,8.0
17,DES522,3.0
17,SSH240,4.5
17,CSE643,7.0
18,CSE101,4.5
18,MTH100,9.0
18,COM101,9.0
18,DES102,4.5
18,ECE111,6.5
18,CSE102A,8.5
18,CSE140,10.0
18,MTH201B,5.0
18,CSE112A,6.5
18,SOC101,8.5
18,MTH203B,9.0
18,MTH210,7.0
18,ECE250,5.0
18,SSH325,8.5
18,CSE322,4.5
18,CSE222B,9.0
18,CSE342,6.5
18,CSE502A,9.0
18,CSE502,4.5
18,CSE524,9.0
18,CSE521,8.5
18,COM301A,3.0
18,ESC205,3.0
18,ECE331,5.0
18,MTH342,6.5
18,CSE478,10.0
18,MTH373,4.5
18,ECE351,8.5
18,MTH341,5.0
18,CSE643,6.5
19,CSE101,8.5
19,MTH100,10.0
19,COM101,7.0
19,DES102,3.0
19,ECE111,9.0
19,CSE102A,7.0
19,ECE113A,7.0
19,MTH201A,6.5
19,CSE112A,10.0
19,SOC101,7.0
19,ECE215,3.0
19,MTH270,10.0
19,ECE250,7.0
19,MTH203A,4.5
19,ENT202,4.5
19,ECE230,5.0
19,ECE214,6.5
19,ECE240,5.0
19,MTH204B,9.0
19,ECO524,7.0
19,ECE518,7.0
19,ECE312,6.5
19,ECE431,9.0
19,CSE524,3.0
19,COM301A,4.5
19,ESC205,6.5
19,CSE556,5.0
19,ECE343,9.0
19,CSE344,8.0
19,ECE351,9.0
19,MTH341,3.0
19,ECE431,9.0
20,MTH100,3.0
20,COM101,6.5
20,DES102,10.0
20,ECE111,3.0
20,CSE102A,4.5
20,ECE113B,4.5
20,MTH201B,5.0
20,CSE112A,7.0
20,SSH101,4.5
20,MTH240,4.5
20,CSE231B,10.0
20,MTH210,3.0
20,SOC216,8.5
20,ENT201,9.0
20,MTH204B,9.0
20,MTH212,10.0
20,CSE222A,10.0
20,CSE322,6.5
20,ECO524,10.0
20,MTH533,5.0
20,MTH533,3.0
20,CSE521,4.5
20,COM301A,5.0
20,ESC205,7.0
20,MTH342,8.5
20,SSH335,8.0
20,SSH711,5.0
20,CSE557,9.0
20,ECE351,3.0
20,MTH341,6.5
20,CSE643,4.5
21,CSE101,9.0
21,MTH100,6.5
21,COM101,5.0
21,DES102,5.0
21,ECE111,3.0
21,CSE102A,10.0
21,DES101,9.0
21,MTH201A,8.5
21,CSE112A,4.5
21,DES202,6.5
21,CSE231B,9.0
21,SSH201,5.0
21,DES201,10.0
21,MTH203B,8.5
21,CSE222B,7.0
21,CSE202A,8.5
21,SSH522,8.5
21,CSE232,10.0
21,SSH614,9.0
21,CSE232,7.0
21,CSE502,4.5
21,COM301A,10.0
21,ESC205,10.0
21,SSH711,7.0
21,SSH335,9.0
21,CSE556,4.5
21,CSE478,4.5
21,DES522,7.0
21,SSH711,6.5
21,CSE557,9.0
22,CSE101,8.5
22,MTH100,6.5
22,COM101,5.0
22,DES102,9.0
22,ECE111,9.0
22,CSE102B,7.0
22,ECE113B,9.0
22,MTH201B,8.5
22,CSE112B,10.0
22,SOC101,9.0
22,ECE215,9.0
22,MTH270,9.0
22,ECE250,7.0
22,MTH203B,4.5
22,SSH201,4.5
22,ECE214,3.0
22,ECE240,7.0
22,MTH204A,6.5
22,MTH204A,10.0
22,ECE518,10.0
22,ECE312,4.5
22,CSE502B,6.5
22,ECE312,8.5
22,COM301A,10.0
22,ESC205,4.5
22,CSE322,6.5
22,ECE331,8.0
22,SSH325,6.5
22,SSH711,4.5
22,CSE643,5.0
22,CSE634,8.5
22,ECE431,7.0
22,SSH240,5.0
23,CSE101,10.0
23,MTH100,8.5
23,COM101,3.0
23,DES102,9.0
23,ECE111,10.0
23,CSE102A,6.5
23,ECE113B,9.0
23,MTH201B,10.0
23,CSE112B,7.0
23,SSH101,10.0
23,ECE215,6.5
23,MTH270,8.5
23,ECE250,9.0
23,MTH203B,4.5
23,ENT201,9.0
23,ECE230,10.0
23,ECE214,6.5
23,ECE210,5.0
23,ECE211,9.0
23,SOC309,8.5
23,ECE314,10.0
23,ECE431,6.5
23,ECE312,4.5
23,COM301A,7.0
23,ESC205,4.5
23,ECE331,9.0
23,ECE412,6.5
23,CSE344,6.0
23,MTH310,6.5
23,SSH240,8.5
23,CSE634,6.5
23,SSH711,8.5
24,CSE101,9.0
24,MTH100,9.0
24,COM101,8.5
24,DES102,8.5
24,ECE111,10.0
24,CSE102A,4.5
24,ECE113B,8.5
24,MTH201B,6.5
24,CSE112A,8.5
24,SOC101,7.0
24,MTH240,6.5
24,CSE231A,9.0
24,MTH210,5.0
24,ENT201,7.0
24,SSH221,4.5
24,MTH204B,9.0
24,MTH212,6.5
24,CSE222A,8.5
24,MTH204B,10.0
24,MTH523,6.5
24,MTH340,9.0
24,MTH533,10.0
24,MTH523,3.0
24,COM301A,10.0
24,ESC205,7.0
24,CSE478,5.0
24,SSH325,10.0
24,ECE331,3.0
24,CSE322,10.0
24,MTH341,8.5
24,ECE431,6.5
24,MTH373,7.0
24,ECE351,6.5
25,CSE101,3.0
25,MTH100,10.0
25,COM101,9.0
25,DES102,10.0
25,ECE111,10.0
25,CSE102A,10.0
25,ECE113B,5.0
25,MTH201A,6.5
25,CSE112B,9.0
25,SSH101,3.0
25,CSE201A,3.0
25,CSE231A,4.5
25,MTH210,9.0
25,ECE250,6.5
25,SSH221,9.0
25,CSE202A,7.0
25,CSE222A,9.0
25,MTH204A,8.5
25,CSE521,10.0
25,SSH614,4.5
25,ECE518,5.0
25,CSE232,9.0
25,COM301A,6.5
25,ESC205,8.5
25,CSE556,9.0
25,ECE331,10.0
25,ECE412,6.0
25,MTH310,9.0
25,ECE343,4.5
25,ECE351,6.5
25,CSE643,4.5
25,ECE431,6.5
26,CSE101,9.0
26,MTH100,10.0
26,COM101,5.0
26,DES102,8.5
26,ECE111,6.5
26,CSE102B,7.0
26,ECE113B,4.5
26,MTH201A,6.5
26,CSE112B,10.0
26,SSH101,9.0
26,CSE201B,7.0
26,CSE231B,3.0
26,CSE121,10.0
26,ECE250,3.0
26,CSE202A,4.5
26,DES206,3.0
26,CSE222A,9.0
26,MTH310,9.0
26,ENT305,6.5
26,CSE502B,7.0
26,ECE431,10.0
26,CSE521,3.0
26,CSE232,4.5
26,COM301A,6.5
26,ESC205,6.5
26,CSE465,10.0
26,CSE556,6.5
26,CSE344,6.5
26,CSE478,5.0
26,ECE331,7.0
26,ECE431,8.5
26,CSE557,4.5
26,MTH341,4.5
27,CSE101,8.5
27,COM101,10.0
27,DES102,8.5
27,ECE111,3.0
27,CSE102A,3.0
27,ECE113B,10.0
27,MTH201A,3.0
27,CSE112B,3.0
27,SOC101,9.0
27,CSE201A,4.5
27,CSE231B,8.5
27,MTH210,6.5
27,ENT201,10.0
27,DES206,4.5
27,MTH204B,3.0
27,ESC207,8.5
27,ECE528,5.0
27,CSE521,10.0
27,SSH614,6.5
27,CSE232,9.0
27,COM301A,9.0
27,ESC205,6.5
27,MTH342,9.0
27,MTH373,4.5
27,ECE351,5.0
27,ECE431,5.0
28,CSE101,9.0
28,MTH100,8.5
28,DES102,7.0
28,ECE111,8.5
28,CSE102A,3.0
28,ECE113A,6.5
28,MTH201B,7.0
28,CSE112A,10.0
28,SOC101,9.0
28,MTH240,10.0
28,CSE231B,7.0
28,MTH210,8.5
28,ENT202,5.0
28,MTH204B,8.5
28,MTH212,4.5
28,CSE222A,5.0
28,CSE322,6.5
28,ENT305,5.0
28,MTH523,10.0
28,MTH531,6.5
28,CSE524,4.5
28,COM301A,9.0
28,ESC205,9.0
28,CSE465,9.0
28,ECE331,6.5
28,CSE478,5.0
28,CSE634,3.0
28,CSE557,6.5
28,MTH373,8.5
29,CSE101,10.0
29,MTH100,7.0
29,COM101,3.0
29,DES102,6.5
29,ECE111,9.0
29,CSE102A,8.5
29,CSE140,7.0
29,MTH201A,7.0
29,CSE112A,8.5
29,SSH101,4.5
29,CSE231B,3.0
29,MTH203A,10.0
29,CSE121,10.0
29,CSE201B,10.0
29,ECE250,9.0
29,SSH325,8.5
29,MTH372,9.0
29,CSE222A,3.0
29,CSE342,9.0
29,MTH377,7.0
29,CSE502A,4.5
29,CSE502,9.0
29,CSE524,10.0
29,CSE502A,9.0
29,COM301A,8.5
29,ESC205,5.0
29,CSE556,6.5
29,ECE412,4.5
29,CSE322,9.0
29,CSE478,9.0
29,CSE344,4.5
29,MTH373,8.5
29,CSE643,3.0
29,ECE431,3.0
29,CSE634,6.5
30,CSE101,9.0
30,MTH100,9.0
30,COM101,7.0
30,DES102,4.5
30,ECE111,8.5
30,CSE102A,10.0
30,MTH201B,8.5
30,SOC101,9.0
30,ECE215,8.5
30,ECE250,8.5
30,MTH203A,4.5
30,CSE201B,8.5
30,ECE230,10.0
30,ECE214,6.5
30,ECE240,4.5
30,MTH204A,8.5
30,PSY302,5.0
30,ECE518,10.0
30,ECE312,9.0
30,SSH614,8.5
30,CSE524,10.0
30,COM301A,7.0
30,ESC205,8.5
30,SSH335,7.0
30,ECE331,10.0
30,ECE412,8.0
30,SSH325,10.0
30,CSE344,8.0
30,SSH711,6.5
30,CSE643,9.0
30,MTH373,6.5
31,CSE101,6.5
31,MTH100,9.0
31,COM101,6.5
31,DES102,9.0
31,ECE111,7.0
31,CSE102A,10.0
31,SOC101,5.0
31,MTH201B,3.0
31,CSE112B,10.0
31,SSH101,6.5
31,CSE231A,6.5
31,SSH201,9.0
31,MTH210,5.0
31,CSE201A,7.0
31,MTH203B,6.5
31,CSE222A,4.5
31,CSE202A,3.0
31,ECO221,10.0
31,SSH322,7.0
31,CSE521,8.5
31,CSE232,5.0
31,CSE524,6.5
31,ECO311,7.0
31,COM301A,7.0
31,ESC205,8.5
31,CSE556,9.0
31,CSE478,6.5
31,MTH310,6.0
31,CSE322,10.0
31,SSH335,5.0
31,MTH341,3.0
31,ENT202,7.0
31,CSE643,3.0
32,CSE101,9.0
32,MTH100,8.5
32,COM101,7.0
32,DES102,10.0
32,ECE111,9.0
32,CSE102A,6.5
32,ECE113B,3.0
32,MTH201A,10.0
32,CSE112A,4.5
32,SSH101,6.5
32,MTH240,7.0
32,CSE231A,8.5
32,MTH210,10.0
32,SOC216,3.0
32,SSH201,9.0
32,MTH204B,8.5
32,MTH212,3.0
32,CSE222B,10.0
32,CSE322,4.5
32,PSY302,10.0
32,MTH531,5.0
32,MTH340,9.0
32,CSE502A,6.5
32,CSE502B,3.0
32,ESC205,6.5
32,ECE412,8.0
32,MTH342,4.5
32,SSH711,9.0
32,SSH325,6.5
32,ECE331,8.5
32,MTH373,5.0
32,ECE431,6.5
32,CSE643,8.5
33,CSE101,9.0
33,MTH100,10.0
33,DES102,10.0
33,ECE111,6.5
33,MTH201A,8.5
33,CSE112A,4.5
33,SSH101,3.0
33,SSH201,6.5
33,MTH210,6.5
33,CSE201A,3.0
33,MTH203A,6.5
33,CSE202B,10.0
33,ECO221,4.5
33,ESC207,3.0
33,ENT415,8.5
33,PSY307,7.0
33,SSH614,8.5
33,CSE502A,7.0
33,COM301A,3.0
33,ESC205,10.0
33,SSH335,3.0
33,CSE465,6.5
33,CSE557,9.0
33,SSH711,6.5
33,MTH341,3.0
33,SSH240,5.0
34,CSE101,3.0
34,MTH100,10.0
34,COM101,5.0
34,DES102,8.5
34,ECE111,10.0
34,CSE102A,7.0
34,ECE113A,7.0
34,MTH201A,9.0
34,CSE112B,8.5
34,SOC101,9.0
34,CSE201B,3.0
34,CSE231B,10.0
34,MTH210,8.5
34,MTH203A,6.5
34,SSH221,8.5
34,CSE202A,6.5
34,BIO221,10.0
34,CSE222B,10.0
34,ECO221,7.0
34,CSE502,4.5
34,CSE521,6.5
34,ECE518,8.5
34,CSE232,6.5
34,ESC205,5.0
34,MTH342,3.0
34,MTH310,8.0
34,ECE343,9.0
34,CSE322,10.0
34,CSE557,6.5
34,MTH373,4.5
34,ECE431,4.5
34,MTH341,8.5
35,CSE101,5.0
35,MTH100,3.0
35,COM101,3.0
35,DES102,6.5
35,ECE111,6.5
35,CSE102B,10.0
35,SOC101,5.0
35,MTH201A,10.0
35,CSE112A,7.0
35,SSH101,8.5
35,CSE231A,10.0
35,SSH201,10.0
35,CSE121,10.0
35,CSE201A,8.5
35,CSE222B,7.0
35,MTH377,6.5
35,CSE202B,9.0
35,ECO221,3.0
35,ENT304,5.0
35,PSY307,10.0
35,CSE502,10.0
35,CSE232,10.0
35,COM301A,3.0
35,ESC205,5.0
35,MTH342,8.5
35,SSH325,8.5
35,ENT304,4.5
35,SSH711,8.0
35,CSE634,6.5
35,CSE557,9.0
35,SSH240,4.5
35,MTH341,9.0
36,CSE101,10.0
36,MTH100,5.0
36,COM101,9.0
36,DES102,7.0
36,ECE111,10.0
36,CSE102B,7.0
36,DES101,10.0
36,MTH201A,5.0
36,CSE112A,5.0
36,DES202,9.0
36,CSE231A,7.0
36,SSH201,5.0
36,CSE201A,9.0
36,DES201,10.0
36,MTH203A,8.5
36,CSE222A,5.0
36,DES206,8.5
36,DES205,7.0
36,CSE202A,5.0
36,ECO324,8.5
36,CSE232,8.5
36,CSE502A,4.5
36,CSE502B,10.0
36,CSE521,7.0
36,COM301A,5.0
36,ESC205,9.0
36,CSE322,10.0
36,CSE556,4.5
36,SSH325,6.5
36,CSE344,3.0
36,CSE634,5.0
36,CSE557,6.5
36,SSH711,6.5
36,SSH240,5.0
37,CSE101,9.0
37,MTH100,10.0
37,COM101,3.0
37,DES102,5.0
37,ECE111,8.5
37,CSE102A,9.0
37,CSE140,6.5
37,MTH201B,8.5
37,CSE112B,4.5
37,MTH203B,3.0
37,CSE121,6.5
37,CSE201A,8.5
37,ECE250,7.0
37,CSE202A,5.0
37,MTH310,4.5
37,CSE222B,8.5
37,CSE342,7.0
37,MTH374,9.0
37,CSE502A,4.5
37,CSE524,6.5
37,CSE502A,6.5
37,COM301A,10.0
37,ESC205,8.5
37,CSE344,7.0
37,ECE331,7.0
37,ECE412,8.0
37,MTH310,5.0
37,CSE643,6.5
37,MTH341,3.0
37,CSE557,6.5
38,CSE101,6.5
38,MTH100,5.0
38,COM101,5.0
38,DES102,10.0
38,ECE111,5.0
38,CSE102B,9.0
38,ECE113B,10.0
38,MTH201B,8.5
38,CSE112A,8.5
38,SSH101,6.5
38,ECE215,10.0
38,MTH270,9.0
38,ECE250,5.0
38,MTH203A,8.5
38,CSE201A,6.5
38,ECE230,9.0
38,ECE214,4.5
38,ECE210,9.0
38,ECE211,8.5
38,ESC207,5.0
38,ECE314,9.0
38,ECE528,7.0
38,ECE431,3.0
38,ECE518,7.0
38,ESC205,5.0
38,ECE343,6.0
38,CSE344,4.5
38,SSH711,4.5
38,CSE478,7.0
38,SSH711,8.5
38,CSE634,4.5
38,CSE643,9.0
38,ECE351,7.0
39,CSE101,6.5
39,COM101,8.5
39,DES102,9.0
39,ECE111,3.0
39,CSE102A,8.5
39,BIO102,10.0
39,MTH201B,10.0
39,CSE112A,7.0
39,SOC101,6.5
39,CSE231A,9.0
39,BIO214,10.0
39,CSE121,7.0
39,CSE201A,4.5
39,BIO211,9.0
39,CSE222B,7.0
39,CSE202A,8.5
39,MTH300,9.0
39,BIO213,10.0
39,BIO221,10.0
39,BIO361,6.5
39,CSE502,7.0
39,BIO532,9.0
39,COM301A,9.0
39,BIO321,7.0
39,CSE465,8.5
39,SSH335,10.0
39,CSE643,6.5
39,BIO544,8.5
39,SSH240,9.0
39,CSE634,9.0
40,CSE101,10.0
40,MTH100,10.0
40,COM101,10.0
40,DES102,10.0
40,ECE111,7.0
40,CSE102A,7.0
40,CSE140,10.0
40,MTH201A,8.5
40,CSE112B,10.0
40,ECO223,10.0
40,CSE231B,9.0
40,MTH203B,5.0
40,MTH210,10.0
40,CSE201B,9.0
40,ECE250,10.0
40,SSH325,7.0
40,MTH372,9.0
